# dx dy dz
1.770000000000000018e+00 1.769998600000000977e+00 0.000000000000000000e+00
1.770000500000000088e+00 1.770000100000000742e+00 0.000000000000000000e+00
1.770000500000000088e+00 -1.770000100000000742e+00 0.000000000000000000e+00
-1.770000500000000088e+00 0.000000000000000000e+00 1.770000100000000076e+00
0.000000000000000000e+00 -1.769998600000000977e+00 -1.770000100000000076e+00
1.770000500000000088e+00 0.000000000000000000e+00 -1.769998600000000089e+00
-1.770000500000000088e+00 0.000000000000000000e+00 -1.770002400000000087e+00
0.000000000000000000e+00 1.769998600000000977e+00 1.770002400000000087e+00
0.000000000000000000e+00 -1.769998600000000977e+00 -1.770002400000000087e+00
0.000000000000000000e+00 1.769998600000000977e+00 1.770002400000000087e+00
0.000000000000000000e+00 -1.769998600000000977e+00 1.769998600000000089e+00
0.000000000000000000e+00 1.769998600000000977e+00 1.770000100000000076e+00
0.000000000000000000e+00 1.770000100000000742e+00 -1.770000100000000076e+00
-1.770000500000000088e+00 -1.770000100000000742e+00 0.000000000000000000e+00
-1.770000000000000018e+00 -1.769998600000000977e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.769998600000000977e+00 -1.769998600000000089e+00
1.770000000000000018e+00 0.000000000000000000e+00 1.769998600000000089e+00
-1.770000000000000018e+00 1.770000100000000742e+00 0.000000000000000000e+00
-1.769999999999999574e+00 0.000000000000000000e+00 1.770000100000000076e+00
-1.769999999999999574e+00 0.000000000000000000e+00 1.770000000000000018e+00
0.000000000000000000e+00 -1.770000100000000742e+00 -1.770000000000000018e+00
0.000000000000000000e+00 1.770000100000000742e+00 1.770000000000000018e+00
1.769999999999999574e+00 1.769999999999999574e+00 0.000000000000000000e+00
-1.769999999999999574e+00 1.769999999999999574e+00 0.000000000000000000e+00
1.769999999999999574e+00 -1.769999999999999574e+00 0.000000000000000000e+00
1.769999999999999574e+00 -1.769999999999999574e+00 0.000000000000000000e+00
0.000000000000000000e+00 -1.770000100000000742e+00 -1.770000000000000018e+00
-1.769999999999999574e+00 -1.769998600000000977e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.769998600000000977e+00 1.770000000000000018e+00
1.769999999999999574e+00 0.000000000000000000e+00 1.770000000000000018e+00
0.000000000000000000e+00 1.770000100000000742e+00 1.770000000000000240e+00
0.000000000000000000e+00 -1.770000100000000742e+00 -1.770000000000000018e+00
-1.769999999999999574e+00 0.000000000000000000e+00 -1.770000000000000018e+00
1.769999999999999574e+00 1.770000100000000742e+00 0.000000000000000000e+00
-1.769999999999999574e+00 0.000000000000000000e+00 -1.770000000000000018e+00
-1.769999999999999574e+00 1.769999999999999574e+00 0.000000000000000000e+00
-1.770000100000000742e+00 -1.769999999999999574e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.769999999999999574e+00 -1.770000100000000298e+00
0.000000000000000000e+00 -1.769999999999999574e+00 -1.769998600000000089e+00
-1.769998600000000977e+00 1.769999999999999574e+00 0.000000000000000000e+00
-1.770002399999999199e+00 0.000000000000000000e+00 1.769998600000000089e+00
0.000000000000000000e+00 -1.769999999999999574e+00 -1.769998600000000089e+00
0.000000000000000000e+00 1.769999999999999574e+00 1.769998600000000089e+00
1.770002399999999199e+00 0.000000000000000000e+00 1.770000100000000076e+00
0.000000000000000000e+00 -1.769999999999999574e+00 -1.770000100000000076e+00
1.769998600000000977e+00 0.000000000000000000e+00 1.770000100000000076e+00
0.000000000000000000e+00 -1.770000100000000742e+00 1.770000000000000018e+00
1.770000100000000742e+00 -1.769998600000000977e+00 0.000000000000000000e+00
-1.770000100000000742e+00 1.769998600000000977e+00 0.000000000000000000e+00
0.000000000000000000e+00 -1.769998600000000977e+00 -1.770000000000000018e+00
-1.769998600000000977e+00 0.000000000000000000e+00 1.770000000000000018e+00
0.000000000000000000e+00 1.769998600000000977e+00 1.770000000000000018e+00
1.769998600000000977e+00 0.000000000000000000e+00 -1.770000000000000018e+00
-1.769998600000000977e+00 -1.769998600000000977e+00 0.000000000000000000e+00
-1.770002399999999199e+00 0.000000000000000000e+00 -1.770000000000000018e+00
0.000000000000000000e+00 1.769998600000000977e+00 -1.770000100000000076e+00
-1.770000500000000088e+00 0.000000000000000000e+00 -1.769998600000000089e+00
-1.769998599999999200e+00 1.770000100000000742e+00 0.000000000000000000e+00
-1.770000499999998311e+00 0.000000000000000000e+00 -1.770002400000000087e+00
-1.770001399999998171e+00 0.000000000000000000e+00 1.770002400000000087e+00
1.770001399999998171e+00 0.000000000000000000e+00 -1.770002400000000087e+00
0.000000000000000000e+00 1.769999999999999574e+00 -1.770000500000000088e+00
1.770000500000001864e+00 0.000000000000000000e+00 1.770000500000000088e+00
-1.770000500000001864e+00 1.769999999999999574e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.770000000000000018e+00 1.770002400000000087e+00
-1.770001399999998171e+00 0.000000000000000000e+00 1.769998600000000089e+00
1.770001399999998171e+00 1.770000500000000088e+00 0.000000000000000000e+00
-1.770001399999998171e+00 0.000000000000000000e+00 -1.769998600000000089e+00
0.000000000000000000e+00 1.770000500000000088e+00 -1.770002400000000087e+00
0.000000000000000000e+00 -1.770000500000000088e+00 -1.770000500000000088e+00
-1.769998600000000977e+00 0.000000000000000000e+00 -1.769998599999999200e+00
1.769998600000000977e+00 0.000000000000000000e+00 -1.770000500000000088e+00
0.000000000000000000e+00 1.770000500000000088e+00 1.770000500000000088e+00
0.000000000000000000e+00 -1.770000500000000088e+00 -1.770000500000000088e+00
0.000000000000000000e+00 1.770000500000000088e+00 1.770000500000000088e+00
-1.769998600000000977e+00 0.000000000000000000e+00 -1.770000500000000088e+00
1.769998600000000977e+00 1.769999499999999948e+00 0.000000000000000000e+00
1.770001399999998171e+00 -1.769999499999999948e+00 0.000000000000000000e+00
0.000000000000000000e+00 -1.770000500000000088e+00 -1.770001399999999947e+00
0.000000000000000000e+00 -1.770000500000000088e+00 1.770001399999999947e+00
-1.770001399999998171e+00 0.000000000000000000e+00 1.770000500000000088e+00
-1.769998600000000977e+00 1.770000500000000088e+00 0.000000000000000000e+00
0.000000000000000000e+00 -1.770000500000000088e+00 1.769998600000000977e+00
0.000000000000000000e+00 -1.770000000000000018e+00 -1.769998600000000977e+00
1.769998600000000977e+00 1.770000000000000018e+00 0.000000000000000000e+00
1.770001399999998171e+00 -1.770000000000000018e+00 0.000000000000000000e+00
1.770000500000001864e+00 0.000000000000000000e+00 1.769998600000000977e+00
-1.770000500000001864e+00 0.000000000000000000e+00 1.770000500000000088e+00
-1.770001399999998171e+00 0.000000000000000000e+00 1.770002400000000087e+00
1.770001399999998171e+00 -1.769999999999999574e+00 0.000000000000000000e+00
-1.770001399999998171e+00 -1.769999999999999574e+00 0.000000000000000000e+00
-1.769998600000000977e+00 -1.770000100000000742e+00 0.000000000000000000e+00
-1.769999500000000836e+00 0.000000000000000000e+00 -1.770002400000000087e+00
-1.770000499999998311e+00 -1.769998600000000977e+00 0.000000000000000000e+00
1.770000500000001864e+00 1.769998600000000977e+00 0.000000000000000000e+00
0.000000000000000000e+00 -1.769998600000000977e+00 -1.770000500000000088e+00
1.769999500000000836e+00 -1.770002399999999199e+00 0.000000000000000000e+00
-1.769999500000000836e+00 0.000000000000000000e+00 -1.769998600000000977e+00
1.769999500000000836e+00 0.000000000000000000e+00 -1.770000500000000088e+00
-1.769999500000000836e+00 1.770002399999999199e+00 0.000000000000000000e+00
0.000000000000000000e+00 -1.770002399999999199e+00 -1.770001399999999947e+00
1.769999500000000836e+00 1.770002399999999199e+00 0.000000000000000000e+00
-1.769999500000000836e+00 1.769998600000000977e+00 0.000000000000000000e+00
1.769999500000000836e+00 0.000000000000000000e+00 1.770001399999999947e+00
-1.769999500000000836e+00 0.000000000000000000e+00 -1.770001399999999947e+00
0.000000000000000000e+00 -1.769998600000000977e+00 1.770001399999999947e+00
0.000000000000000000e+00 1.769998600000000977e+00 -1.770001399999999947e+00
0.000000000000000000e+00 -1.769998600000000977e+00 -1.769998600000000977e+00
-1.770000500000001864e+00 0.000000000000000000e+00 1.769998600000000977e+00
0.000000000000000000e+00 1.769998600000000977e+00 1.770001399999999947e+00
1.770000500000001864e+00 1.770000100000000742e+00 0.000000000000000000e+00
-1.770000500000001864e+00 0.000000000000000000e+00 1.770000500000000088e+00
-1.770000500000001864e+00 -1.770000100000000742e+00 0.000000000000000000e+00
1.770000500000001864e+00 1.770000100000000742e+00 0.000000000000000000e+00
0.000000000000000000e+00 -1.770000100000000742e+00 1.769998600000000977e+00
0.000000000000000000e+00 -1.769998600000000977e+00 -1.769998600000000977e+00
-1.770000500000001864e+00 1.769998600000000977e+00 0.000000000000000000e+00
1.770000500000001864e+00 -1.769998600000000977e+00 0.000000000000000000e+00
-1.770000500000001864e+00 0.000000000000000000e+00 1.769998600000000977e+00
0.000000000000000000e+00 -1.770002399999999199e+00 1.770000500000000088e+00
0.000000000000000000e+00 -1.770000500000000088e+00 -1.770000500000000088e+00
-1.769999999999999574e+00 0.000000000000000000e+00 1.770000500000000088e+00
0.000000000000000000e+00 1.770000500000000088e+00 1.770002400000000087e+00
1.769999999999999574e+00 -1.770000500000000088e+00 0.000000000000000000e+00
-1.769999999999999574e+00 1.770000500000000088e+00 0.000000000000000000e+00
-1.769999999999999574e+00 0.000000000000000000e+00 -1.770002400000000087e+00
-1.770000000000003126e+00 0.000000000000000000e+00 1.770002400000000087e+00
0.000000000000000000e+00 1.770002399999999199e+00 1.769998600000000089e+00
0.000000000000000000e+00 1.769998600000000977e+00 1.770000100000000076e+00
0.000000000000000000e+00 -1.769998600000000977e+00 -1.770000100000000076e+00
1.769999999999999574e+00 -1.770002399999999199e+00 0.000000000000000000e+00
-1.769999999999999574e+00 -1.770000500000000088e+00 0.000000000000000000e+00
-1.770000099999997190e+00 1.770000500000000088e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.770002399999999199e+00 1.770000100000000076e+00
1.770000099999997190e+00 -1.770002399999999199e+00 0.000000000000000000e+00
1.769999999999999574e+00 1.770002399999999199e+00 0.000000000000000000e+00
-1.769999999999999574e+00 0.000000000000000000e+00 1.770000000000000018e+00
-1.770000099999997190e+00 0.000000000000000000e+00 -1.770000000000000018e+00
-1.769998600000000977e+00 0.000000000000000000e+00 -1.770000100000000076e+00
0.000000000000000000e+00 -1.770002399999999199e+00 1.770000100000000076e+00
-1.770002400000002751e+00 0.000000000000000000e+00 1.770000000000000018e+00
0.000000000000000000e+00 1.770002399999999199e+00 1.770000000000000018e+00
-1.770000500000001864e+00 1.769998600000000977e+00 0.000000000000000000e+00
1.770000500000001864e+00 0.000000000000000000e+00 1.770000000000000240e+00
-1.770000500000001864e+00 0.000000000000000000e+00 -1.770000000000000018e+00
-1.769998600000000977e+00 0.000000000000000000e+00 -1.770000000000000018e+00
0.000000000000000000e+00 1.770000100000000742e+00 -1.770000000000000018e+00
-1.770000500000001864e+00 1.769999999999999574e+00 0.000000000000000000e+00
1.770000500000001864e+00 0.000000000000000000e+00 -1.770000100000000298e+00
-1.770000500000001864e+00 0.000000000000000000e+00 -1.769998600000000089e+00
1.770000500000001864e+00 0.000000000000000000e+00 1.769998600000000089e+00
-1.770000500000001864e+00 -1.769999999999999574e+00 0.000000000000000000e+00
1.770000500000001864e+00 1.769999999999999574e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.769999999999999574e+00 -1.769998600000000089e+00
0.000000000000000000e+00 -1.769999999999999574e+00 1.769998600000000089e+00
1.769998600000000977e+00 1.769999999999999574e+00 0.000000000000000000e+00
-1.769998600000000977e+00 -1.769999999999999574e+00 0.000000000000000000e+00
-1.770000500000001864e+00 0.000000000000000000e+00 1.770000100000000076e+00
-1.770001399999998171e+00 0.000000000000000000e+00 -1.770000100000000076e+00
1.770001399999998171e+00 0.000000000000000000e+00 1.770000100000000076e+00
-1.770001399999998171e+00 0.000000000000000000e+00 1.770000000000000018e+00
1.770001399999998171e+00 0.000000000000000000e+00 -1.770000000000000018e+00
1.770000500000001864e+00 0.000000000000000000e+00 -1.770000100000000076e+00
0.000000000000000000e+00 1.769999999999999574e+00 -1.769998600000000089e+00
1.769998600000000977e+00 0.000000000000000000e+00 1.769998600000000089e+00
-1.769998600000000977e+00 0.000000000000000000e+00 1.770000100000000076e+00
-1.770000500000001864e+00 -1.769999999999999574e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.769999999999999574e+00 1.770000000000000018e+00
0.000000000000000000e+00 -1.769999999999999574e+00 1.770000000000000018e+00
0.000000000000000000e+00 -1.769999999999999574e+00 1.770000000000000240e+00
1.770000500000001864e+00 0.000000000000000000e+00 1.770000500000000088e+00
1.769998600000000977e+00 1.769999999999999574e+00 0.000000000000000000e+00
0.000000000000000000e+00 -1.769999999999999574e+00 -1.770000500000000088e+00
0.000000000000000000e+00 -1.770000100000000742e+00 -1.770000000000000018e+00
0.000000000000000000e+00 -1.769998600000000977e+00 -1.770000000000000018e+00
-1.769998600000000977e+00 -1.770002399999999199e+00 0.000000000000000000e+00
1.769998600000000977e+00 -1.770000500000000088e+00 0.000000000000000000e+00
0.000000000000000000e+00 -1.769998599999999200e+00 1.770000000000000018e+00
1.770000500000001864e+00 1.769998600000000977e+00 0.000000000000000000e+00
1.770002400000002751e+00 0.000000000000000000e+00 -1.770000000000000018e+00
-1.770002400000002751e+00 1.770000500000000088e+00 0.000000000000000000e+00
1.770002400000002751e+00 0.000000000000000000e+00 -1.770000000000000018e+00
-1.770002400000002751e+00 0.000000000000000000e+00 -1.770000100000000298e+00
0.000000000000000000e+00 1.770002400000000975e+00 1.770000100000000076e+00
1.770002400000002751e+00 0.000000000000000000e+00 1.770000000000000018e+00
0.000000000000000000e+00 1.769998600000000977e+00 1.770000000000000018e+00
1.769998600000000977e+00 0.000000000000000000e+00 1.770000000000000240e+00
-1.769998600000000977e+00 0.000000000000000000e+00 -1.770000000000000018e+00
1.769998600000000977e+00 -1.769998600000000977e+00 0.000000000000000000e+00
-1.769998600000000977e+00 -1.770002399999999199e+00 0.000000000000000000e+00
1.769998600000000977e+00 1.770002399999999199e+00 0.000000000000000000e+00
1.770000099999997190e+00 -1.770002399999999199e+00 0.000000000000000000e+00
1.769999999999999574e+00 0.000000000000000000e+00 -1.770000000000000018e+00
0.000000000000000000e+00 -1.770000500000000088e+00 1.770000000000000018e+00
1.769999999999999574e+00 -1.769998599999999200e+00 0.000000000000000000e+00
1.769999999999999574e+00 0.000000000000000000e+00 -1.770000000000000018e+00
-1.769999999999999574e+00 1.769998600000000977e+00 0.000000000000000000e+00
-1.769999999999999574e+00 -1.769998600000000977e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.769998600000000977e+00 1.770000000000000018e+00
0.000000000000000000e+00 1.770000500000000088e+00 -1.770000000000000018e+00
0.000000000000000000e+00 -1.770000500000000088e+00 1.770000000000000018e+00
0.000000000000000000e+00 -1.769998600000000977e+00 1.770000000000000018e+00
-1.769999999999999574e+00 -1.770000500000001864e+00 0.000000000000000000e+00
0.000000000000000000e+00 -1.770001399999998171e+00 -1.770000000000000018e+00
-1.770000099999997190e+00 0.000000000000000000e+00 1.770000000000000018e+00
0.000000000000000000e+00 -1.769998600000000977e+00 -1.770000000000000018e+00
1.770000099999997190e+00 0.000000000000000000e+00 1.770000000000000018e+00
0.000000000000000000e+00 -1.769999500000000836e+00 1.770000500000000088e+00
0.000000000000000000e+00 -1.770000499999998311e+00 -1.770000500000000088e+00
0.000000000000000000e+00 1.770000500000001864e+00 1.770000500000000088e+00
0.000000000000000000e+00 -1.770000500000001864e+00 -1.770000500000000088e+00
0.000000000000000000e+00 -1.770000500000001864e+00 -1.770000000000000018e+00
-1.770000099999997190e+00 -1.769999999999999574e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.769999999999999574e+00 -1.770000000000000018e+00
0.000000000000000000e+00 1.770000500000001864e+00 -1.770000000000000018e+00
0.000000000000000000e+00 1.770000500000001864e+00 1.770000000000000018e+00
0.000000000000000000e+00 -1.770000500000001864e+00 1.770000000000000018e+00
1.770000099999997190e+00 0.000000000000000000e+00 -1.770000000000000018e+00
1.769999999999999574e+00 1.770000500000001864e+00 0.000000000000000000e+00
-1.769999999999999574e+00 -1.770000500000001864e+00 0.000000000000000000e+00
0.000000000000000000e+00 -1.770000500000001864e+00 -1.770000000000000018e+00
0.000000000000000000e+00 1.770000500000001864e+00 1.770000000000000018e+00
-1.770000099999997190e+00 0.000000000000000000e+00 1.770000000000000018e+00
1.770000099999997190e+00 0.000000000000000000e+00 1.770000000000000018e+00
1.769999999999999574e+00 0.000000000000000000e+00 -1.770000000000000018e+00
1.769999999999999574e+00 0.000000000000000000e+00 1.770000000000000018e+00
-1.769999999999999574e+00 0.000000000000000000e+00 1.770000500000000088e+00
0.000000000000000000e+00 -1.770000500000001864e+00 1.770000500000000088e+00
1.769999999999999574e+00 1.770000500000001864e+00 0.000000000000000000e+00
1.769999999999999574e+00 0.000000000000000000e+00 1.769999499999999948e+00
-1.769999999999999574e+00 0.000000000000000000e+00 1.769998599999999200e+00
-1.769999999999999574e+00 -1.770000500000001864e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.770000500000001864e+00 -1.769998600000000977e+00
-1.769999999999999574e+00 1.770000500000001864e+00 0.000000000000000000e+00
-1.770000099999997190e+00 0.000000000000000000e+00 -1.769999499999999948e+00
0.000000000000000000e+00 1.769999500000000836e+00 -1.770000500000000088e+00
-1.769998600000000977e+00 -1.769999500000000836e+00 0.000000000000000000e+00
-1.770002400000002751e+00 0.000000000000000000e+00 1.770000500000000088e+00
-1.770000500000001864e+00 0.000000000000000000e+00 -1.770000500000000088e+00
-1.769998600000000977e+00 1.769999500000000836e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.769998600000000977e+00 1.770000500000000088e+00
1.769998600000000977e+00 1.770001400000001723e+00 0.000000000000000000e+00
0.000000000000000000e+00 -1.770001399999998171e+00 -1.770000500000000088e+00
1.770000500000001864e+00 0.000000000000000000e+00 -1.770000500000000088e+00
1.770002400000002751e+00 0.000000000000000000e+00 -1.770000000000000018e+00
0.000000000000000000e+00 1.770001399999998171e+00 -1.770000000000000018e+00
0.000000000000000000e+00 1.770000500000001864e+00 -1.770000000000000018e+00
0.000000000000000000e+00 1.769998600000000977e+00 -1.770000100000000298e+00
1.769998600000000977e+00 1.770000500000000088e+00 0.000000000000000000e+00
1.770000099999997190e+00 0.000000000000000000e+00 1.770000100000000076e+00
0.000000000000000000e+00 1.770002400000000975e+00 1.770000000000000018e+00
0.000000000000000000e+00 1.769998600000000977e+00 1.770000000000000018e+00
1.769999999999999574e+00 0.000000000000000000e+00 -1.770000000000000018e+00
-1.769999999999999574e+00 1.770000100000000742e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.769999999999999574e+00 1.770000000000000018e+00
-1.770000099999997190e+00 -1.769999999999999574e+00 0.000000000000000000e+00
1.770000099999997190e+00 -1.770000100000000742e+00 0.000000000000000000e+00
1.769999999999999574e+00 -1.769998600000000977e+00 0.000000000000000000e+00
-1.769999999999999574e+00 -1.770002399999999199e+00 0.000000000000000000e+00
0.000000000000000000e+00 -1.770000500000000088e+00 -1.770000000000000018e+00
0.000000000000000000e+00 -1.769998599999999200e+00 -1.770000000000000018e+00
0.000000000000000000e+00 -1.770000499999998311e+00 1.770000000000000018e+00
1.769999999999999574e+00 -1.770001399999998171e+00 0.000000000000000000e+00
-1.769999999999999574e+00 0.000000000000000000e+00 1.770000000000000018e+00
1.769999999999999574e+00 0.000000000000000000e+00 1.770000000000000240e+00
1.769999999999999574e+00 -1.769998600000000977e+00 0.000000000000000000e+00
0.000000000000000000e+00 -1.769999500000000836e+00 1.770000500000000088e+00
-1.769999999999999574e+00 0.000000000000000000e+00 -1.770000500000000088e+00
0.000000000000000000e+00 1.769999500000000836e+00 1.770000500000000088e+00
-1.769999999999999574e+00 0.000000000000000000e+00 -1.770000500000000088e+00
-1.770000099999997190e+00 0.000000000000000000e+00 1.770000500000000088e+00
-1.769998600000000977e+00 -1.769999500000000836e+00 0.000000000000000000e+00
0.000000000000000000e+00 -1.770000499999998311e+00 -1.770000500000000088e+00
-1.770002400000002751e+00 -1.770000500000001864e+00 0.000000000000000000e+00
0.000000000000000000e+00 -1.769999999999999574e+00 -1.770000000000000018e+00
1.770002400000002751e+00 -1.769999999999999574e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.769999999999999574e+00 1.770000000000000018e+00
1.769998600000000977e+00 1.769999999999999574e+00 0.000000000000000000e+00
1.770000099999997190e+00 0.000000000000000000e+00 1.770000500000000088e+00
1.769999999999999574e+00 0.000000000000000000e+00 1.770000500000000088e+00
0.000000000000000000e+00 1.770000500000001864e+00 -1.770000500000000088e+00
0.000000000000000000e+00 1.770000500000001864e+00 1.770000500000000088e+00
1.769999999999999574e+00 0.000000000000000000e+00 -1.770000500000000088e+00
0.000000000000000000e+00 -1.770000500000001864e+00 -1.770000500000000088e+00
-1.769999999999999574e+00 0.000000000000000000e+00 -1.770000000000000018e+00
-1.769999999999999574e+00 -1.770000500000001864e+00 0.000000000000000000e+00
0.000000000000000000e+00 -1.769999999999999574e+00 1.770000000000000018e+00
1.769999999999999574e+00 0.000000000000000000e+00 -1.770000000000000018e+00
-1.769999999999999574e+00 1.769999999999999574e+00 0.000000000000000000e+00
0.000000000000000000e+00 -1.769999999999999574e+00 -1.770000000000000018e+00
0.000000000000000000e+00 -1.769999999999999574e+00 -1.770000000000000018e+00
-1.770000099999997190e+00 0.000000000000000000e+00 1.770000000000000018e+00
-1.769998600000000977e+00 -1.770000000000003126e+00 0.000000000000000000e+00
1.769998600000000977e+00 -1.770000099999997190e+00 0.000000000000000000e+00
-1.769998600000000977e+00 -1.769998600000000977e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.769998600000000977e+00 -1.770000000000000018e+00
0.000000000000000000e+00 1.770000099999997190e+00 1.770000000000000018e+00
0.000000000000000000e+00 -1.770000099999997190e+00 1.770000000000000018e+00
1.769998600000000977e+00 1.770000099999997190e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.769999999999999574e+00 -1.770000000000000018e+00
1.770000099999997190e+00 1.769999999999999574e+00 0.000000000000000000e+00
1.769999999999999574e+00 1.769999999999999574e+00 0.000000000000000000e+00
1.769999999999999574e+00 -3.552713678800500929e-15 1.770000000000000018e+00
-1.769999999999999574e+00 0.000000000000000000e+00 1.770000000000000018e+00
1.769999999999999574e+00 1.770000500000001864e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.770000500000001864e+00 -1.770000000000000018e+00
1.769999999999999574e+00 1.769999500000000836e+00 0.000000000000000000e+00
1.770000499999998311e+00 -1.769999500000000836e+00 0.000000000000000000e+00
-1.770000500000001864e+00 -1.770000500000001864e+00 0.000000000000000000e+00
1.770000500000001864e+00 1.770000500000001864e+00 0.000000000000000000e+00
1.770000500000001864e+00 0.000000000000000000e+00 -1.770000000000000018e+00
0.000000000000000000e+00 1.769999500000000836e+00 1.770000000000000018e+00
0.000000000000000000e+00 -1.769999500000000836e+00 -1.770000000000000018e+00
0.000000000000000000e+00 1.769999500000000836e+00 1.770000000000000018e+00
-1.770000500000001864e+00 0.000000000000000000e+00 1.770000000000000018e+00
1.770000500000001864e+00 -1.769999500000000836e+00 0.000000000000000000e+00
1.769999500000000836e+00 -1.770000500000001864e+00 0.000000000000000000e+00
1.769998600000000977e+00 0.000000000000000000e+00 -1.770000000000000018e+00
1.770001400000001723e+00 0.000000000000000000e+00 1.770000000000000018e+00
1.770000500000001864e+00 1.770000500000001864e+00 0.000000000000000000e+00
-1.770000500000001864e+00 0.000000000000000000e+00 1.770000500000000088e+00
1.770000500000001864e+00 1.769999500000000836e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.769998600000000977e+00 1.770000500000000088e+00
1.769998600000000977e+00 -1.769998600000000977e+00 0.000000000000000000e+00
0.000000000000000000e+00 -1.769999500000000836e+00 -1.770000500000000088e+00
-1.769998600000000977e+00 0.000000000000000000e+00 -1.770000500000000088e+00
-1.770000500000001864e+00 1.769999500000000836e+00 0.000000000000000000e+00
1.770000500000001864e+00 -1.769999500000000836e+00 0.000000000000000000e+00
1.769998600000000977e+00 1.769999500000000836e+00 0.000000000000000000e+00
1.770000500000000088e+00 -1.769999500000000836e+00 0.000000000000000000e+00
1.770002400000000975e+00 1.769999500000000836e+00 0.000000000000000000e+00
1.769998600000000977e+00 1.769998600000000977e+00 0.000000000000000000e+00
0.000000000000000000e+00 -1.769998600000000977e+00 1.770000500000000088e+00
-1.769998600000000977e+00 0.000000000000000000e+00 1.770000500000000088e+00
0.000000000000000000e+00 -1.769999500000000836e+00 1.769999499999999948e+00
1.769998600000000977e+00 0.000000000000000000e+00 -1.769999499999999948e+00
-1.769998600000000977e+00 0.000000000000000000e+00 -1.770000500000000088e+00
0.000000000000000000e+00 -1.770000500000001864e+00 1.770000500000000088e+00
1.769998600000000977e+00 1.770000500000001864e+00 0.000000000000000000e+00
1.770000100000000742e+00 0.000000000000000000e+00 1.769999499999999948e+00
1.769999999999999574e+00 1.769999500000000836e+00 0.000000000000000000e+00
1.769999999999999574e+00 -1.769999500000000836e+00 0.000000000000000000e+00
1.770000000000000018e+00 -1.770000500000001864e+00 0.000000000000000000e+00
-1.770000000000000018e+00 -1.770000500000001864e+00 0.000000000000000000e+00
